search,id,arxiv_url,topic,arxiv_title,github_URL,Star,has_installation,h1,h2,h3,h4,h5,h6,text,method_type,time_accessed,comments Annotator 1,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/ARUP-NGS/jenever/,0,TRUE,,Installation,Requirements,,,,"You'll need a linux / unix compatible system (MacOS is fine) with python >= 3.10 and pip installed. 

To install jenever, clone this repository, navigate to the repository directory, and enter: 

    pip install  .

on the command line. There are some pretty large dependencies (pytorch, pysam, sklearn, etc), so installation may take a few minutes.

It's a good idea to install in a separate conda environment or python virtualenv if possible, but not required unless there are dependency conflicts. ",source,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/pingxuan-hlju/DHDMP,0,FALSE,,,,,,,,,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/IBM/AutoPeptideML,15,TRUE,,"Installation <a name=""installation""></a>",1. Python Package,1.1.From PyPI,,,,source,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/IBM/AutoPeptideML,15,TRUE,,"Installation <a name=""installation""></a>",1. Python Package,1.2. Directly from source,,,,package_manager,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/opain/GenoPred,,FALSE,,,,,,,,,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/HuangStomach/SISDTA,0,TRUE,,Installation,,,,,"
Follow the `PyTroch` and `PyG` installation instructions to install the dependencies_

[PyTroch installation instructions](https://pytorch.org/get-started/locally/)

[PyG installation instructions](https://pytorch-geometric.readthedocs.io/en/latest/install/installation.html)

For other dependencies and their versions please refer to the [requirements.txt](./requirements.txt) file.

``` bash
pip install -r requirements.txt
```",source,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/BaranziniLab/KG_RAG,609,TRUE,,How to run KG-RAG,Step 1: Clone the repo,,,,,source,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/BaranziniLab/KG_RAG,,,,,Step 2: Create a virtual environment,,,,,source,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/farmeh/ComplexTome_extraction,0,FALSE,,,,,,,,,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/Dulab2020/NeoaPred,6,TRUE,,Installation,Docker ####,,,,,source,,,
ox.aca.bio,https://academic.oup.com/bioinformatics/search-results?f_ContentType=Journal+Article&f_ContentSubTypeDisplayName=Research+Article&fl_SiteID=5139&qb=%7b%22ContentAbstract1%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d&cqb=%5b%7b%22terms%22%3a%5b%7b%22filter%22%3a%22ContentAbstract%22%2c%22input%22%3a%22https%3a%2f%2fgithub.com%2f%22%7d%5d%7d%5d&page=1&sort=Date+%e2%80%93+Newest+First,,,,https://github.com/Dulab2020/NeoaPred,6,TRUE,,Installation,Linux ####,,,,,container,,,
awesome-ai-devtools,,,,,,,,,,,,,,,,,,
awesome-healthcare,,,,,,,,,,,,,,,,,,
awesome-genome-visualization,,,,,,,,,,,,,,,,,,
https://github.com/codefuse-ai/Awesome-Code-LLM,,,,,,,,,,,,,,,,,,
https://github.com/burglarhobbit/Awesome-Medical-Large-Language-Models,,,,,,,,,,,,,,,,,,
https://gitstar-ranking.com/repositories,,,,,,,,,,,,,,,,,,
bioRxiv.bionif,https://www.biorxiv.org/search/abstract_title%3Agithub.com%252F%20abstract_title_flags%3Amatch-all%20jcode%3Abiorxiv%20subject_collection_code%3ABioinformatics%20numresults%3A10%20sort%3Arelevance-rank%20format_result%3Astandard,,,,,,,,,,,,,,,,,
